date,abstract,lead.paragraph,snippet,section.name,subsection.name,news.desk,byline,headline.main,headline.print,headline.kicker,material,url,,
5/3/2021,Why U.S. herd immunity is unlikely.,"There is growing consensus among scientists and public health experts that the notion of herd immunity in the U.S. — a threshold calculated to be at least 80 percent of the population being protected against the coronavirus — may not be reachable in the foreseeable future, and perhaps not ever.",Why U.S. herd immunity is unlikely.,Briefing,NA,NYTNow,By Melina Delkic,Your Tuesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/05/03/briefing/herd-immunity-netanyahu-israel-afghanistan.html,,
7/12/2021,"At an important vantage point in history, there will be no special shows looking back at the 2001 attacks, and critics say the museum keeps too tight a rein on the story.","The 9/11 Memorial & Museum in Lower Manhattan has dropped plans for special exhibitions commemorating the 20th anniversary of what was perhaps the most traumatic day in modern American history, museum officials said.","At an important vantage point in history, there will be no special shows looking back at the 2001 attacks, and critics say the museum keeps too tight a rein on the story.",Arts,Art & Design,Culture,By Zachary Small,9/11 Museum’s 20th-Anniversary Exhibitions Become Victims of Cuts,9/11 Museum Vexed by Cuts and Feuds,NA,News,https://www.nytimes.com/2021/07/12/arts/design/9-11-museum-budget-cuts.html,,
9/10/2021,We are all grieving. But some of us are rushing into a collective denial of death and loss.,"I recently drove by an anti-vaccine rally just outside Winston-Salem, N.C. It was not very populated. There were maybe a half-dozen people with signs and more onlookers than protesters. Drivers honked their car horns — whether in solidarity or disgust, I could not tell.",We are all grieving. But some of us are rushing into a collective denial of death and loss.,Opinion,NA,OpEd,By Tressie McMillan Cottom,The Limits of My Empathy for Covid Deniers,NA,Tressie McMillan Cottom,Op-Ed,https://www.nytimes.com/2021/09/10/opinion/covid-empathy-grief.html,,
6/10/2021,A united front ahead of the G7.,"President Biden and Prime Minister Boris Johnson of Britain on Thursday used their first meeting to accentuate what they said was a growing divide between democracies and their autocratic rivals, led by Russia and China. Biden and Johnson met in Cornwall, before Friday’s Group of 7 summit. Here are the latest updates.",A united front ahead of the G7.,Briefing,NA,NYTNow,By Melina Delkic,Your Friday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/06/10/briefing/g7-biden-boris-johnson-eu-coronavirus.html,,
8/21/2021,South Korean troops were the largest foreign contingent fighting alongside American soldiers during the Vietnam War. They have long been dogged by allegations of brutality.,"SEOUL — The South Korean marine unit had a reputation for leaving nothing breathing behind when they passed through hostile territory, not even a pig suckling its litter.",South Korean troops were the largest foreign contingent fighting alongside American soldiers during the Vietnam War. They have long been dogged by allegations of brutality.,World,Asia Pacific,Foreign,By Choe Sang-Hun,Vietnam War Victims Wanted Justice. They Were Given ‘30 Bags of Rice.’,Vietnam War Victims Say South Korea Still Owes Them Answers,NA,News,https://www.nytimes.com/2021/08/21/world/asia/vietnam-war-south-korea-massacre.html,,
9/29/2021,"Meeting with President Vladimir V. Putin, President Recep Tayyip Erdogan of Turkey said “there is no path back” from Turkish-Russian military deals opposed by the West.","MOSCOW — Relations between President Recep Tayyip Erdogan and the Biden administration may be frayed, but on Wednesday the Turkish leader made abundantly clear his access to an alternative partner for trade and military deals: President Vladimir V. Putin of Russia.","Meeting with President Vladimir V. Putin, President Recep Tayyip Erdogan of Turkey said “there is no path back” from Turkish-Russian military deals opposed by the West.",World,Europe,Foreign,By Andrew E. Kramer and Carlotta Gall,"Amid Tensions With U.S., Erdogan Praises Ties With Russia","Amid Tensions With U.S., Erdogan Meets With Putin to Talk Military Deals",NA,News,https://www.nytimes.com/2021/09/29/world/europe/erdogan-putin-turkey-russia.html,,
7/26/2021,President Biden should enlist him as a special envoy.,"The Biden administration says it wants to end the pandemic in 2022. If it’s serious about that goal, President Biden should relieve George W. Bush of his paintbrush and easel and draft him as America’s vaccine envoy.",President Biden should enlist him as a special envoy.,Opinion,NA,OpEd,By James Harding,The World Needs a Heavy Hitter on the Pandemic. Bush Has Done It Before.,The World Needs a Heavy Hitter on the Pandemic: George W. Bush,Guest Essay,Op-Ed,https://www.nytimes.com/2021/07/26/opinion/biden-george-w-bush-covid.html,,
5/25/2021,How big is India’s true Covid toll?,"Last week, India recorded the largest daily coronavirus death toll for any country during the pandemic — a figure that most likely is still an undercount. The Times consulted more than a dozen experts to arrive at several possible estimates for the true scale of devastation from Covid-19 in the country.",How big is India’s true Covid toll?,Briefing,NA,NYTNow,By Melina Delkic,Your Wednesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/05/25/briefing/india-covid-toll-george-floyd-biden.html,,
7/13/2021,Dozens died in a fire in an Iraqi Covid ward.,"Most of the victims were patients, and the blaze was so intense that at least 22 bodies could not be immediately identified. An electrical short in a ventilator caused oxygen canisters to explode late on Monday, a police spokesman said.",Dozens died in a fire in an Iraqi Covid ward.,Briefing,NA,NYTNow,By Amelia Nierenberg,Your Wednesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/07/13/briefing/your-wednesday-briefing.html,,
8/27/2021,The agreement to allow developers to promote payment options outside the App Store may give Apple the upper hand in bigger fights to come.,"When Apple settled a lawsuit yesterday brought by a group of small app developers, it represented a shift in the balance of power in an app ecosystem that the tech giant has long tightly controlled. Just how much of a shift is up for debate.",The agreement to allow developers to promote payment options outside the App Store may give Apple the upper hand in bigger fights to come.,Business Day,DealBook,Business,"By Andrew Ross Sorkin, Jason Karaian, Sarah Kessler, Stephen Gandel, Lauren Hirsch, Ephrat Livni and Anna Schaverien",Apple’s Shrewd App Store Settlement,NA,DealBook Newsletter,News,https://www.nytimes.com/2021/08/27/business/dealbook/apple-app-store-lawsuits.html,,
6/30/2021,The armed robber was slim and wearing a pullover hoodie. Yutico Briley was neither.,"After Benjamin Joseph was robbed at gunpoint outside his New Orleans home one night almost nine years ago, he described his attacker to the police: a Black man with a slim build who was wearing a pullover hoodie, Joseph said.",The armed robber was slim and wearing a pullover hoodie. Yutico Briley was neither.,Briefing,NA,NYTNow,By David Leonhardt,A Personal Story of Justice,NA,The Morning Newsletter,briefing,https://www.nytimes.com/2021/06/30/briefing/wrongful-conviction-yutico-briley.html,,
6/6/2021,Here’s what you need to know about the week’s top stories.,(Want to get this briefing by email? Here’s the sign-up.),Here’s what you need to know about the week’s top stories.,Briefing,NA,NYTNow,By Whet Moser and Marcus Payadue,"Donald Trump, Assault Weapons, Prom: Your Weekend Briefing",NA,NA,briefing,https://www.nytimes.com/2021/06/06/briefing/donald-trump-assault-weapons-prom.html,,
9/24/2021,Germany is ready to move on from its iconic chancellor.,"BERLIN — In central Berlin, a giant billboard shows a pair of hands, arranged in the shape of a diamond, in front of a female torso dressed in a green jacket. “Tschüss Mutti,” the billboard reads. “Bye, bye, Mommy.”",Germany is ready to move on from its iconic chancellor.,Opinion,NA,OpEd,By Anna Sauerbrey,"Farewell, Angela Merkel. You Were Once the ‘Leader of the Free World.’",She Was the ‘Leader of the Free World’,Guest Essay,Op-Ed,https://www.nytimes.com/2021/09/24/opinion/angela-merkel-germany-election.html,,
5/26/2021,The anniversary of George Floyd’s killing.,Yesterday marked one year since George Floyd was killed during a police arrest after he went to buy cigarettes. What followed was an uprising for racial justice nearly unparalleled in American history.,The anniversary of George Floyd’s killing.,Briefing,NA,Foreign,By Natasha Frost,Your Wednesday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/05/25/briefing/belarus-passports-george-floyd.html,,
6/11/2021,Biden’s approaches to Europe.,"President Biden will convene with European leaders today in Cornwall, England, where he is expected to make a show of partnership and solidarity. But it is not clear how much more open the U.S. will be to a give-and-take with Europe than it was under Donald Trump.",Biden’s approaches to Europe.,Briefing,NA,Foreign,By Natasha Frost,Your Friday Briefing,NA,NA,briefing,https://www.nytimes.com/2021/06/11/briefing/biden-europe-coronavirus-tigray.html,,
